1,Barbeque in a Box (Veg),849
2,Barbeque in a Box (Non Veg),949
3,Biryani & Kebabs Box (Chicken),949
4,Biryani & Kebabs Box (Veg),799
5,Meals in a Box (Veg),699
6,Grills in a Box (Non Veg),699
7,Paneer Tikka & Grilled Pineapple Platter with Coke,509
8,Non Veg Overloaded Box,1099
9,Grilled Prawns & Fish Tikka Platter,509
10,Chicken Tikka & Drumstick Platter with Coke,509
