1,Banana Leaf Special Thali,350
2,Banana Leaf Special Kothu Khaima with Paratha,250
3,Banana Leaf Special Mini Thali,290
4,Banana Leaf Special Korma,270
5,Kara Pongal Mini Thali,210
6,Veg Chettinad Biryani,270
7,Dakshin Biryani,280
8,Hyderabadi Biryani,245
9,Kalan Biryani,290
10,Masala Dosa,170
11,Rajni Dosa,250
12,Coorg Idli,230
13,Rasam Wada,220
14,Sambar Sadham,210
15,Pudi Appam,170
