1,Parmigiana Pizza,920
2,Vegeteriana Pizza,960
3,Arrabiata Pizza ,1020
4,Del Sud Salad,495
5,Casalinga Salad,430
6,Tortellini in Brodo Soup,695
7,Zuppa Di Marie Soup,695
8,Gnocci Gorgonzollo Pasta,895
9,Risoto Al Funghi Pasta,1050
10,Ravioli Di Spinach Pasta,895
11,Tagliolini San Marzano Pasta,895
12,Linguine Carbonara Pasta,995
13,Lasagne Di Agnello Pasta,995
14,Gelatie Sorbetti,450
15,Salame Di Cioccolato,550
